X1 lower, X1 upper, X3 lower, X3 upper, Result, Total Time, DNN Time, Num Branches, Num Flowpipes
-0.545550, -0.545500, 0.300000, 2.000000, SAFE, 45258.718700, 23720.744141, 2, 1713
-0.545600, -0.545550, 0.300000, 2.000000, SAFE, 45838.104221, 23949.527344, 2, 1713
-0.545450, -0.545400, 0.300000, 2.000000, SAFE, 45789.718645, 23954.373047, 2, 1713
-0.545500, -0.545450, 0.300000, 2.000000, SAFE, 45475.950508, 23974.857422, 2, 1713
-0.421000, -0.420750, 0.300000, 2.000000, SAFE, 48466.987668, 25588.117188, 1, 1788
-0.535950, -0.535900, 0.300000, 2.000000, SAFE, 42556.037854, 22346.578125, 1, 1712
-0.535600, -0.535550, 0.300000, 2.000000, SAFE, 42253.721349, 22162.730469, 1, 1712
-0.535800, -0.535750, 0.300000, 2.000000, SAFE, 42647.559327, 22464.171875, 1, 1712
-0.534150, -0.534100, 0.300000, 2.000000, SAFE, 42285.723631, 22192.632812, 2, 1713
-0.536650, -0.536600, 0.300000, 2.000000, SAFE, 42329.211524, 22329.646484, 1, 1712
-0.536500, -0.536450, 0.300000, 2.000000, SAFE, 42459.043826, 22225.800781, 1, 1712
-0.536550, -0.536500, 0.300000, 2.000000, SAFE, 42909.780414, 22678.585938, 1, 1712
-0.534100, -0.534050, 0.300000, 2.000000, SAFE, 42367.417647, 22224.388672, 2, 1713
-0.534850, -0.534800, 0.300000, 2.000000, SAFE, 42725.029675, 22442.238281, 1, 1712
-0.534750, -0.534700, 0.300000, 2.000000, SAFE, 42383.034478, 22198.281250, 1, 1712
-0.536250, -0.536200, 0.300000, 2.000000, SAFE, 42337.720266, 22235.052734, 1, 1712
-0.535300, -0.535250, 0.300000, 2.000000, SAFE, 42455.850443, 22275.394531, 1, 1712
-0.534250, -0.534200, 0.300000, 2.000000, SAFE, 42758.062272, 22396.658203, 2, 1713
-0.535500, -0.535450, 0.300000, 2.000000, SAFE, 41994.324292, 22037.343750, 1, 1712
-0.535250, -0.535200, 0.300000, 2.000000, SAFE, 42445.681459, 22304.859375, 1, 1712
-0.535650, -0.535600, 0.300000, 2.000000, SAFE, 42625.411355, 22408.865234, 1, 1712
-0.535100, -0.535050, 0.300000, 2.000000, SAFE, 42629.384824, 22500.093750, 1, 1712
